date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-01-05,2.35,2.36,2.32,2.3,243843.95,-0.03,-1.28,2.352,2.351,2.423,214397.61,187511.34,201935.12,0.62
2021-01-04,2.37,2.37,2.35,2.33,203126.77,-0.01,-0.42,2.354,2.363,2.439,189609.36,176256.84,198376.67,0.52
2020-12-31,2.35,2.38,2.36,2.34,162957.84,0.01,0.43,2.356,2.373,2.455,179086.14,180437.36,198384.35,0.42
2020-12-30,2.38,2.38,2.35,2.31,235848.52,-0.03,-1.26,2.348,2.378,2.472,184691.27,189213.11,213980.05,0.6
2020-12-29,2.33,2.41,2.38,2.32,226210.98,0.05,2.15,2.352,2.382,2.487,167620.88,184679.47,213798.36,0.58
2020-12-28,2.36,2.36,2.33,2.31,119902.68,-0.03,-1.27,2.35,2.385,2.501,160625.06,205356.4,214003.05,0.31
2020-12-25,2.32,2.36,2.36,2.29,150510.69,0.04,1.72,2.372,2.405,2.516,162904.32,206852.12,218074.18,0.38
2020-12-24,2.38,2.38,2.32,2.31,190983.5,-0.05,-2.11,2.39,2.422,2.53,181788.59,212567.32,219586.27,0.49
2020-12-23,2.37,2.41,2.37,2.36,150496.55,0.0,0.0,2.408,2.447,2.545,193734.95,209099.93,218783.47,0.38
2020-12-22,2.42,2.44,2.37,2.36,191231.88,-0.07,-2.87,2.412,2.468,2.558,201738.06,219176.72,228566.45,0.49
2020-12-21,2.45,2.47,2.44,2.42,131299.0,-0.01,-0.41,2.42,2.495,2.574,250087.74,216358.91,242643.98,0.33
2020-12-18,2.42,2.48,2.45,2.4,244932.0,0.04,1.66,2.438,2.515,2.583,250799.92,220496.5,251984.02,0.62
2020-12-17,2.39,2.42,2.41,2.32,250715.3,0.02,0.84,2.454,2.537,2.593,243346.04,216331.33,255311.94,0.64
2020-12-16,2.4,2.42,2.39,2.37,190512.12,-0.02,-0.83,2.486,2.565,2.602,224464.91,238746.99,250676.62,0.49
