date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-01-05,6.9,7.14,7.06,6.84,25568.76,0.14,2.02,6.818,6.652,6.607,18128.26,12398.16,11694.82,1.09
2021-01-04,6.96,7.02,6.92,6.83,36754.51,0.23,3.44,6.69,6.609,6.574,13966.5,10926.48,10672.69,1.56
2020-12-31,6.76,6.76,6.69,6.64,6391.0,-0.05,-0.74,6.6,6.586,6.547,7634.06,8326.03,9054.81,0.27
2020-12-30,6.66,6.81,6.74,6.6,11241.01,0.06,0.9,6.544,6.577,6.531,7810.66,8976.55,8891.06,0.48
2020-12-29,6.33,6.73,6.68,6.33,10686.0,0.26,4.05,6.51,6.562,6.511,7005.26,9502.85,8428.96,0.45
2020-12-28,6.47,6.47,6.42,6.38,4760.0,-0.05,-0.77,6.486,6.55,6.495,6668.06,9582.37,8101.46,0.2
2020-12-25,6.41,6.51,6.47,6.38,5092.27,0.06,0.94,6.528,6.554,6.491,7886.46,9766.97,8057.06,0.22
2020-12-24,6.52,6.57,6.41,6.39,7274.0,-0.16,-2.44,6.572,6.555,6.485,9018.0,10148.04,8081.4,0.31
2020-12-23,6.56,6.58,6.57,6.49,7214.01,0.01,0.15,6.61,6.57,6.479,10142.45,10334.09,7930.2,0.31
2020-12-22,6.6,6.64,6.56,6.46,9000.0,-0.07,-1.06,6.614,6.57,6.467,12000.44,10962.69,7886.05,0.38
2020-12-21,6.71,6.9,6.63,6.62,10852.0,-0.06,-0.9,6.614,6.561,6.456,12496.68,10991.49,7707.51,0.46
2020-12-18,6.56,6.72,6.69,6.56,10750.0,0.09,1.36,6.58,6.538,6.439,11647.48,10418.89,7492.42,0.46
2020-12-17,6.51,6.68,6.6,6.42,12896.22,0.01,0.15,6.538,6.508,6.42,11278.08,9783.59,7372.32,0.55
2020-12-16,6.6,6.68,6.59,6.54,16504.0,0.03,0.46,6.53,6.485,6.406,10525.74,8805.57,7045.66,0.7
2020-12-15,6.45,6.66,6.56,6.35,11481.19,0.1,1.55,6.526,6.46,6.395,9924.94,7355.07,6617.36,0.49
2020-12-14,6.41,6.49,6.46,6.23,6606.0,-0.02,-0.31,6.508,6.439,6.388,9486.3,6620.55,6278.22,0.28
2020-12-11,6.55,6.55,6.48,6.39,8903.0,-0.08,-1.22,6.496,6.428,6.386,9190.3,6347.15,6308.57,0.38
2020-12-10,6.55,6.6,6.56,6.49,9134.51,-0.01,-0.15,6.478,6.414,6.379,8289.1,6014.76,6100.07,0.39
2020-12-09,6.45,6.64,6.57,6.4,13500.0,0.1,1.55,6.44,6.387,6.369,7085.4,5526.31,6083.37,0.57
2020-12-08,6.37,6.49,6.47,6.37,9288.0,0.07,1.09,6.394,6.363,6.356,4785.2,4809.41,5913.72,0.39
2020-12-07,6.35,6.44,6.4,6.35,5126.01,0.01,0.16,6.37,6.35,6.353,3754.8,4423.53,5786.22,0.22
2020-12-04,6.35,6.44,6.39,6.33,4397.0,0.02,0.31,6.36,6.34,6.356,3504.0,4565.94,5911.72,0.19
2020-12-03,6.33,6.37,6.37,6.31,3116.0,0.03,0.47,6.35,6.332,6.36,3740.41,4961.04,5869.67,0.13
2020-12-02,6.32,6.35,6.34,6.3,1999.01,-0.01,-0.16,6.334,6.326,6.365,3967.21,5285.74,5866.23,0.09
2020-12-01,6.36,6.36,6.35,6.3,4136.0,0.0,0.0,6.332,6.329,6.371,4833.61,5879.64,5876.33,0.18
2020-11-30,6.34,6.38,6.35,6.3,3872.0,0.01,0.16,6.33,6.336,6.376,5092.26,5935.89,5908.28,0.16
2020-11-27,6.29,6.35,6.34,6.22,5579.02,0.05,0.8,6.32,6.343,6.379,5627.88,6269.99,5949.13,0.24
2020-11-26,6.35,6.35,6.29,6.27,4250.02,-0.04,-0.63,6.314,6.343,6.385,6181.68,6185.38,5963.07,0.18
2020-11-25,6.31,6.36,6.33,6.29,6331.01,-0.01,-0.16,6.318,6.351,6.402,6604.28,6640.42,6058.87,0.27
2020-11-24,6.3,6.4,6.34,6.3,5429.27,0.04,0.64,6.326,6.349,6.414,6925.67,7018.03,5899.16,0.23
2020-11-23,6.31,6.33,6.3,6.25,6550.08,-0.01,-0.16,6.342,6.355,6.424,6779.51,7148.9,5879.45,0.28
2020-11-20,6.3,6.33,6.31,6.24,8348.02,0.0,0.0,6.366,6.371,6.435,6912.09,7257.51,5791.31,0.36
2020-11-19,6.32,6.37,6.31,6.28,6363.0,-0.06,-0.94,6.372,6.387,6.442,6189.09,6778.3,5596.61,0.27
2020-11-18,6.42,6.44,6.37,6.35,7938.0,-0.05,-0.78,6.384,6.403,6.45,6676.57,6446.72,5401.46,0.34
2020-11-17,6.38,6.43,6.42,6.35,4698.43,0.0,0.0,6.372,6.413,6.455,7110.39,5873.02,5188.16,0.2
2020-11-16,6.34,6.45,6.42,6.29,7213.0,0.08,1.26,6.368,6.416,6.461,7518.3,5880.67,5071.29,0.31
2020-11-13,6.37,6.37,6.34,6.28,4733.0,-0.03,-0.47,6.376,6.414,6.468,7602.92,5628.27,4864.24,0.2
2020-11-12,6.32,6.4,6.37,6.25,8800.43,0.06,0.95,6.402,6.426,6.48,7367.52,5740.75,4868.54,0.37
2020-11-11,6.36,6.41,6.31,6.29,10107.08,-0.09,-1.41,6.422,6.453,6.486,6216.86,5477.31,4786.64,0.43
2020-11-10,6.42,6.45,6.4,6.38,6738.0,-0.06,-0.93,6.454,6.478,6.491,4635.64,4780.3,4821.59,0.29
2020-11-09,6.46,6.49,6.46,6.42,7636.1,-0.01,-0.15,6.464,6.492,6.496,4243.04,4610.0,4700.84,0.32
2020-11-06,6.49,6.49,6.47,6.42,3556.0,0.0,0.0,6.452,6.498,6.501,3653.62,4325.11,4632.32,0.15
2020-11-05,6.47,6.5,6.47,6.45,3047.11,0.0,0.0,6.45,6.496,6.501,4113.98,4414.91,4656.53,0.13
2020-11-04,6.4,6.5,6.47,6.4,2201.0,0.02,0.31,6.484,6.497,6.496,4737.75,4356.2,4682.71,0.09
2020-11-03,6.35,6.47,6.45,6.35,4775.0,0.05,0.78,6.502,6.496,6.493,4924.95,4503.3,4829.25,0.2
2020-11-02,6.21,6.44,6.4,6.21,4689.0,-0.06,-0.93,6.52,6.505,6.488,4976.95,4261.9,4740.52,0.2
2020-10-30,6.64,6.64,6.46,6.38,5857.77,-0.18,-2.71,6.544,6.522,6.489,4996.59,4100.2,4764.17,0.25
2020-10-29,6.5,6.66,6.64,6.48,6166.0,0.08,1.22,6.542,6.534,6.488,4715.84,3996.34,4743.28,0.26
2020-10-28,6.51,6.57,6.56,6.48,3137.0,0.02,0.31,6.51,6.518,6.481,3974.64,4095.98,4693.13,0.13
2020-10-27,6.45,6.55,6.54,6.43,5035.0,0.02,0.31,6.49,6.503,6.477,4081.64,4862.88,4852.18,0.21
2020-10-26,6.41,6.52,6.52,6.4,4787.2,0.07,1.08,6.49,6.5,6.475,3546.84,4791.68,5104.12,0.2
2020-10-23,6.5,6.52,6.45,6.4,4454.0,-0.03,-0.46,6.5,6.504,6.477,3203.8,4939.53,5246.47,0.19
2020-10-22,6.43,6.49,6.48,6.42,2460.0,0.02,0.31,6.526,6.506,6.479,3276.83,4898.15,5303.22,0.1
2020-10-21,6.5,6.53,6.46,6.4,3672.02,-0.08,-1.22,6.526,6.495,6.479,4217.31,5009.22,5569.27,0.16
2020-10-20,6.55,6.55,6.54,6.5,2361.0,-0.03,-0.46,6.516,6.489,6.483,5644.11,5155.2,6081.45,0.1
2020-10-19,6.63,6.63,6.57,6.53,3072.0,-0.01,-0.15,6.51,6.471,6.488,6036.52,5219.14,6836.94,0.13
2020-10-16,6.49,6.62,6.58,6.48,4819.15,0.1,1.54,6.508,6.455,6.499,6675.25,5428.14,6980.31,0.2
2020-10-15,6.4,6.52,6.48,6.38,7162.4,0.07,1.09,6.486,6.442,6.505,6519.46,5490.23,7600.7,0.3
