date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-01-05,27.01,27.97,27.81,26.96,315621.12,0.51,1.87,26.914,26.145,26.978,311683.39,264714.5,215660.28,2.17
2021-01-04,26.8,27.64,27.3,26.72,260896.84,0.42,1.56,26.238,26.075,27.016,289265.79,248696.72,206771.31,1.8
2020-12-31,26.5,27.44,26.88,26.24,277800.44,0.44,1.66,25.808,26.047,27.1,266034.73,237834.7,202206.88,1.91
2020-12-30,25.8,26.53,26.44,25.54,282077.44,0.3,1.15,25.49,26.107,27.23,243675.07,229248.29,200997.92,1.94
2020-12-29,24.6,26.61,26.14,24.6,422021.09,1.71,7.0,25.388,26.23,27.357,239045.7,214865.64,197340.69,2.9
2020-12-28,25.1,25.15,24.43,24.42,203533.12,-0.72,-2.86,25.376,26.449,27.489,217745.62,189970.32,188363.36,1.4
2020-12-25,25.37,25.42,25.15,24.9,144741.56,-0.14,-0.55,25.912,26.786,27.668,208127.66,179755.58,187807.72,1.0
2020-12-24,25.78,26.15,25.29,25.2,166002.12,-0.64,-2.47,26.286,27.058,27.814,209634.67,185084.66,187435.44,1.14
2020-12-23,26.0,26.23,25.93,25.15,258930.59,-0.15,-0.57,26.724,27.339,27.957,214821.5,184705.54,185542.82,1.78
2020-12-22,27.12,27.13,26.08,25.98,315520.72,-1.03,-3.8,27.072,27.589,28.073,190685.58,186855.02,181028.57,2.17
2020-12-21,27.02,27.48,27.11,26.77,155443.31,0.09,0.33,27.522,27.811,28.196,162195.01,166606.06,174251.46,1.07
2020-12-18,27.52,27.68,27.02,27.0,152276.59,-0.46,-1.67,27.66,27.957,28.265,151383.49,164845.9,175308.05,1.05
2020-12-17,27.61,27.84,27.48,26.8,191936.31,-0.19,-0.69,27.83,28.152,28.345,160534.66,166579.06,174579.43,1.32
2020-12-16,28.32,28.32,27.67,27.66,138250.97,-0.66,-2.33,27.954,28.352,28.412,154589.58,172747.56,172958.9,0.95
2020-12-15,27.8,28.58,28.33,27.66,173067.88,0.53,1.91,28.106,28.483,28.452,183024.47,179815.74,171853.19,1.19
2020-12-14,27.99,28.06,27.8,27.67,101385.72,-0.07,-0.25,28.1,28.529,28.466,171017.11,186756.41,171132.0,0.7
2020-12-11,28.08,28.08,27.87,27.45,198032.41,-0.23,-0.82,28.254,28.549,28.521,178308.31,195859.86,172820.19,1.36
2020-12-10,28.05,28.26,28.1,27.9,162210.91,-0.33,-1.16,28.474,28.57,28.583,172623.46,189786.22,170613.65,1.12
2020-12-09,28.3,29.65,28.43,28.06,280425.41,0.13,0.46,28.75,28.575,28.644,190905.54,186380.1,169305.08,1.93
2020-12-08,28.62,28.69,28.3,28.28,113031.11,-0.27,-0.94,28.86,28.556,28.688,176607.02,175202.13,165583.2,0.78
2020-12-07,29.12,29.2,28.57,28.56,137841.69,-0.4,-1.38,28.958,28.58,28.786,202495.71,181896.85,172359.58,0.95
2020-12-04,29.48,29.48,28.97,28.9,169608.19,-0.51,-1.73,28.844,28.573,28.9,213411.41,185770.19,187096.05,1.17
2020-12-03,28.9,29.72,29.48,28.89,253621.28,0.5,1.73,28.666,28.537,28.902,206948.98,182579.8,191517.46,1.75
2020-12-02,28.83,29.18,28.98,28.59,208932.84,0.19,0.66,28.4,28.472,28.885,181854.66,173170.24,195780.92,1.44
2020-12-01,28.0,28.88,28.79,27.96,242474.55,0.79,2.82,28.252,28.42,28.831,173797.23,163890.63,194762.5,1.67
2020-11-30,28.06,28.44,28.0,27.62,192420.19,-0.08,-0.28,28.202,28.403,28.793,161297.99,155507.59,196618.09,1.32
2020-11-27,28.16,28.44,28.08,27.96,137296.02,-0.07,-0.25,28.302,28.492,28.776,158128.98,149780.51,220145.45,0.95
2020-11-26,28.21,28.39,28.15,28.0,128149.69,-0.09,-0.32,28.408,28.595,28.897,158210.62,151441.09,222174.93,0.88
2020-11-25,28.5,28.77,28.24,28.2,168645.69,-0.3,-1.05,28.544,28.712,29.034,164485.83,152230.06,223282.49,1.16
2020-11-24,28.51,28.98,28.54,28.42,179978.36,0.04,0.14,28.588,28.819,29.154,153984.03,155964.28,223218.55,1.24
2020-11-23,28.4,28.79,28.5,28.12,176575.12,-0.11,-0.38,28.604,28.992,29.272,149717.18,162822.32,218993.99,1.22
2020-11-20,28.83,28.95,28.61,28.43,137704.23,-0.22,-0.76,28.682,29.226,29.384,141432.05,188421.91,216339.87,0.95
2020-11-19,28.29,28.95,28.83,27.94,159525.75,0.37,1.3,28.782,29.267,29.519,144671.56,200455.12,214485.61,1.1
2020-11-18,28.65,28.83,28.46,28.41,116136.71,-0.16,-0.56,28.88,29.298,29.659,139974.3,218391.6,211453.18,0.8
2020-11-17,28.93,28.94,28.62,28.11,158644.09,-0.27,-0.94,29.05,29.241,29.819,157944.52,225634.38,216517.64,1.09
2020-11-16,29.13,29.28,28.89,28.68,135149.47,-0.22,-0.76,29.38,29.183,30.032,175927.45,237728.59,218754.85,0.93
2020-11-13,28.89,29.19,29.11,28.33,153901.78,-0.21,-0.72,29.77,29.059,30.187,235411.77,290510.39,221661.91,1.06
2020-11-12,29.61,29.81,29.32,29.24,136039.44,0.01,0.03,29.752,29.198,30.323,256238.68,292908.78,223599.49,0.94
2020-11-11,30.11,30.35,29.31,29.3,205987.8,-0.96,-3.17,29.716,29.356,30.471,296808.9,294334.92,224226.97,1.42
2020-11-10,30.89,30.96,30.27,30.05,248558.78,-0.57,-1.85,29.432,29.488,30.633,293324.24,290472.83,224444.07,1.71
2020-11-09,29.3,31.29,30.84,29.3,432571.03,1.82,6.27,28.986,29.551,30.776,299529.72,275165.67,226127.63,2.98
2020-11-06,29.16,29.87,29.02,28.71,258036.36,-0.12,-0.41,28.348,29.541,30.866,345609.01,244257.83,219641.93,1.78
2020-11-05,28.25,29.29,29.14,28.05,338890.53,1.25,4.48,28.644,29.77,30.98,329578.88,228516.09,216180.6,2.33
2020-11-04,28.15,28.35,27.89,27.57,188564.48,-0.15,-0.54,28.996,30.02,31.043,291860.93,204514.75,205016.22,1.3
2020-11-03,27.6,28.27,28.04,27.45,279586.22,0.39,1.41,29.544,30.397,31.178,287621.43,207400.91,202946.18,1.92
2020-11-02,29.68,29.68,27.65,27.45,662967.44,-2.85,-9.34,30.116,30.88,31.288,250801.61,199781.11,195856.73,4.56
