date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-01-05,6.47,6.53,6.36,6.3,58025.0,-0.08,-1.24,6.45,6.479,7.059,57743.18,103154.46,93366.78,1.76
2021-01-04,6.47,6.6,6.44,6.26,57481.24,-0.02,-0.31,6.536,6.563,7.132,83713.51,106432.48,93654.43,1.74
2020-12-31,6.55,6.6,6.46,6.45,33975.47,-0.09,-1.37,6.528,6.622,7.202,108558.45,111378.94,92813.22,1.03
2020-12-30,6.46,6.65,6.55,6.38,52814.2,0.11,1.71,6.4,6.734,7.269,130821.37,139096.5,93836.97,1.6
2020-12-29,6.76,6.8,6.44,6.41,86420.0,-0.35,-5.16,6.384,6.869,7.327,154156.63,139602.75,95417.66,2.62
2020-12-28,6.49,6.95,6.79,6.41,187876.64,0.39,6.09,6.508,7.008,7.4,148565.75,134977.63,94886.43,5.69
2020-12-25,5.56,6.4,6.4,5.56,181705.92,0.58,9.97,6.59,7.104,7.46,129151.46,122103.45,91360.39,5.5
2020-12-24,6.36,6.43,5.82,5.82,145290.09,-0.65,-10.05,6.716,7.25,7.538,114199.43,109342.68,88330.78,4.4
2020-12-23,7.06,7.11,6.47,6.35,169490.48,-0.59,-8.36,7.068,7.45,7.63,147371.63,99629.61,82855.78,5.13
2020-12-22,7.2,7.25,7.06,7.04,58465.6,-0.14,-1.94,7.354,7.573,7.691,125048.86,86102.66,78135.03,1.77
2020-12-21,7.04,7.33,7.2,7.04,90805.19,0.17,2.42,7.508,7.639,7.717,121389.51,83579.1,76998.18,2.75
2020-12-18,7.14,7.29,7.03,6.82,106945.79,-0.55,-7.26,7.618,7.701,7.739,115055.44,80876.38,75222.48,3.24
2020-12-17,8.17,8.41,7.58,7.11,311151.09,-0.32,-4.05,7.784,7.782,7.773,104485.92,74247.51,72263.19,9.42
2020-12-16,7.83,7.93,7.9,7.79,57876.65,0.07,0.89,7.832,7.804,7.779,51887.59,48577.45,58557.24,1.75
2020-12-15,7.78,7.85,7.83,7.69,40168.85,0.08,1.03,7.792,7.784,7.768,47156.46,51232.58,57425.46,1.22
2020-12-14,7.87,8.05,7.75,7.75,59134.8,-0.11,-1.4,7.77,7.791,7.759,45768.69,54795.24,56952.31,1.79
2020-12-11,7.82,7.89,7.86,7.74,54098.22,0.04,0.51,7.784,7.816,7.755,46697.33,60617.34,58975.43,1.64
2020-12-10,7.71,7.88,7.82,7.65,48159.44,0.12,1.56,7.78,7.825,7.755,44009.09,67318.89,63795.42,1.46
2020-12-09,7.72,7.81,7.7,7.67,34221.0,-0.02,-0.26,7.776,7.81,7.746,45267.3,66081.94,63324.42,1.04
2020-12-08,7.8,7.84,7.72,7.68,33230.0,-0.1,-1.28,7.776,7.808,7.741,55308.7,70167.4,63989.11,1.01
2020-12-07,7.85,7.97,7.82,7.77,63778.0,-0.02,-0.26,7.812,7.795,7.733,63821.78,70417.26,64408.11,1.93
2020-12-04,7.79,7.84,7.84,7.7,40657.0,0.04,0.51,7.848,7.777,7.727,74537.34,69568.58,64297.25,1.23
2020-12-03,7.69,7.81,7.8,7.63,54450.52,0.1,1.3,7.87,7.764,7.719,90628.68,70278.88,64618.2,1.65
2020-12-02,7.88,7.9,7.7,7.66,84428.0,-0.2,-2.53,7.844,7.754,7.719,86896.58,68537.03,63469.38,2.56
2020-12-01,8.0,8.01,7.9,7.85,75795.4,-0.1,-1.25,7.84,7.751,7.727,85026.1,63618.33,60597.83,2.3
2020-11-30,7.96,8.23,8.0,7.82,117355.8,0.05,0.63,7.778,7.726,7.728,77012.74,59109.39,59385.14,3.55
2020-11-27,7.68,7.99,7.95,7.63,121113.7,0.28,3.65,7.706,7.693,7.73,64599.82,57333.51,58477.93,3.67
2020-11-26,7.66,7.73,7.67,7.59,35790.0,-0.01,-0.13,7.658,7.684,7.72,49929.08,60271.96,54938.5,1.08
2020-11-25,7.59,7.72,7.68,7.55,75075.6,0.09,1.19,7.664,7.682,7.73,50177.48,60566.91,58243.65,2.27
2020-11-24,7.63,7.65,7.59,7.55,35728.6,-0.05,-0.65,7.662,7.673,7.744,42210.56,57810.82,58656.42,1.08
2020-11-23,7.75,7.79,7.64,7.54,55291.2,-0.07,-0.91,7.674,7.671,7.765,41206.04,58398.96,64423.41,1.67
2020-11-20,7.7,7.86,7.71,7.65,47760.0,0.01,0.13,7.68,7.676,7.758,50067.21,59025.92,64325.04,1.45
2020-11-19,7.66,7.77,7.7,7.55,37031.99,0.03,0.39,7.71,7.674,7.76,70614.84,58957.52,64316.41,1.12
2020-11-18,7.63,7.84,7.67,7.61,35241.0,0.02,0.26,7.7,7.684,7.766,70956.34,58401.72,65952.61,1.07
2020-11-17,7.65,7.67,7.65,7.53,30706.0,-0.02,-0.26,7.684,7.702,7.773,73411.09,57577.33,66407.81,0.93
2020-11-16,7.8,7.89,7.67,7.45,99597.04,-0.19,-2.42,7.668,7.73,7.783,75591.88,59660.9,67567.06,3.02
2020-11-13,7.65,8.05,7.86,7.6,150498.16,0.21,2.75,7.672,7.766,7.792,67984.64,59622.34,69701.5,4.56
2020-11-12,7.6,7.66,7.65,7.51,38739.48,0.06,0.79,7.638,7.756,7.786,47300.21,49605.03,64108.42,1.17
2020-11-11,7.61,7.72,7.59,7.46,47514.77,0.02,0.26,7.668,7.778,7.79,45847.11,55920.4,65578.4,1.44
2020-11-10,7.7,7.72,7.57,7.56,41609.95,-0.12,-1.56,7.72,7.814,7.799,41743.58,59502.02,66056.51,1.26
2020-11-09,7.69,7.85,7.69,7.67,61560.83,0.0,0.0,7.792,7.858,7.817,43729.91,70447.85,68296.74,1.86
2020-11-06,7.79,7.8,7.69,7.61,47076.0,-0.11,-1.41,7.86,7.839,7.837,51260.05,69624.15,72122.79,1.43
2020-11-05,7.88,7.89,7.8,7.77,31474.0,-0.05,-0.64,7.874,7.845,7.837,51909.86,69675.3,74565.28,0.95
2020-11-04,8.01,8.01,7.85,7.8,26997.1,-0.08,-1.01,7.888,7.848,7.839,65993.69,73503.5,76492.88,0.82
2020-11-03,8.0,8.08,7.93,7.88,51541.64,-0.1,-1.25,7.908,7.843,7.825,77260.47,75238.29,78131.25,1.56
2020-11-02,7.82,8.07,8.03,7.66,99211.51,0.27,3.48,7.924,7.836,7.817,97165.79,75473.22,79120.07,3.0
2020-10-30,7.9,7.95,7.76,7.7,50325.04,-0.11,-1.4,7.818,7.818,7.809,87988.25,79780.65,79183.09,1.52
2020-10-29,7.9,8.15,7.87,7.8,101893.14,-0.08,-1.01,7.816,7.815,7.804,87440.74,78611.81,79953.12,3.09
2020-10-28,7.9,8.06,7.95,7.85,83331.0,-0.06,-0.75,7.808,7.802,7.799,81013.32,75236.39,79910.91,2.52
2020-10-27,7.49,8.15,8.01,7.29,151068.27,0.51,6.8,7.778,7.783,7.786,73216.11,72610.99,83696.33,4.57
2020-10-26,7.74,7.79,7.5,7.5,53323.8,-0.25,-3.23,7.748,7.775,7.757,53780.65,66145.63,80186.28,1.61
2020-10-23,7.83,7.85,7.75,7.64,47587.48,-0.08,-1.02,7.818,7.834,7.749,71573.05,74621.43,81451.63,1.44
2020-10-22,7.78,7.95,7.83,7.74,69756.03,0.03,0.39,7.814,7.829,7.726,69782.88,79455.27,82911.87,2.11
2020-10-21,7.8,7.95,7.8,7.73,44344.96,-0.06,-0.76,7.796,7.83,7.697,69459.47,79482.25,82383.91,1.34
2020-10-20,7.92,7.92,7.86,7.66,53891.0,0.01,0.13,7.788,7.806,7.671,72005.88,81024.2,86114.66,1.63
2020-10-19,7.76,8.09,7.85,7.72,142285.8,0.12,1.55,7.802,7.797,7.633,78510.61,82766.91,88821.88,4.31
2020-10-16,7.74,7.8,7.73,7.62,38636.6,-0.01,-0.13,7.85,7.799,7.595,77669.81,78585.54,86843.61,1.17
2020-10-15,7.74,7.85,7.74,7.61,68139.0,-0.02,-0.26,7.844,7.792,7.549,89127.66,81294.43,93361.16,2.06
2020-10-14,7.94,8.02,7.76,7.74,57077.0,-0.17,-2.14,7.864,7.796,7.514,89505.03,84585.42,99935.47,1.73
2020-10-13,8.13,8.15,7.93,7.86,86414.64,-0.16,-1.98,7.824,7.789,7.491,90042.53,94781.66,105733.39,2.62
2020-10-12,7.69,8.34,8.09,7.66,138081.8,0.39,5.07,7.792,7.739,7.468,87023.22,94226.92,110267.56,4.18
2020-10-09,8.18,8.18,7.7,7.6,95925.88,-0.14,-1.79,7.748,7.663,7.448,79501.27,88281.82,119164.62,2.91
2020-09-30,7.6,7.95,7.84,7.48,70025.82,0.28,3.7,7.74,7.622,7.49,73461.2,86368.47,131549.16,2.12
2020-09-29,7.77,7.83,7.56,7.55,59764.5,-0.21,-2.7,7.728,7.564,7.572,79665.82,85285.57,136448.2,1.81
2020-09-28,7.96,7.96,7.77,7.65,71318.09,-0.1,-1.27,7.754,7.536,7.72,99520.8,91205.12,141294.83,2.16
2020-09-25,7.67,8.03,7.87,7.64,100472.04,0.21,2.74,7.686,7.469,7.842,101430.62,94876.85,147264.06,3.04
2020-09-24,7.69,7.82,7.66,7.5,65725.56,-0.12,-1.54,7.578,7.39,7.921,97062.37,95101.68,147275.62,1.99
2020-09-23,7.74,7.95,7.78,7.7,101048.91,0.09,1.17,7.504,7.306,7.992,99275.74,105427.88,147151.36,3.06
2020-09-22,7.34,7.88,7.69,7.3,159039.39,0.26,3.5,7.4,7.232,8.053,90905.32,115285.52,146487.48,4.82
2020-09-21,7.31,7.46,7.43,7.26,80867.2,0.1,1.36,7.318,7.192,8.13,82889.44,116685.12,143666.76,2.45
2020-09-18,7.3,7.41,7.33,7.24,78630.8,0.04,0.55,7.252,7.196,8.222,88323.08,126308.19,145803.8,2.38
2020-09-17,7.19,7.42,7.29,7.12,76792.4,0.03,0.41,7.202,7.233,8.336,93140.99,150047.42,147613.52,2.33
2020-09-16,7.31,7.36,7.26,7.13,59196.8,-0.02,-0.28,7.108,7.357,8.443,111580.03,176729.86,148336.45,1.79
