date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-01-05,43.0,50.54,49.57,42.71,387673.03,6.23,14.38,44.286,44.048,45.941,204829.36,201385.91,208001.98,10.87
2021-01-04,43.03,43.78,43.34,42.42,170043.0,-0.16,-0.37,42.732,43.915,45.99,156553.44,184212.46,205175.6,4.77
2020-12-31,43.0,43.9,43.5,42.53,152255.33,0.58,1.35,42.56,44.317,46.55,154719.23,187783.91,206360.84,4.27
2020-12-30,41.88,43.39,42.92,41.28,160593.59,0.82,1.95,42.6,44.787,47.122,159862.83,191225.79,214823.14,4.5
2020-12-29,41.81,43.59,42.1,41.53,153581.84,0.3,0.72,43.234,45.203,47.801,182451.01,189025.71,226714.22,4.31
2020-12-28,42.75,42.94,41.8,41.26,146293.44,-0.68,-1.6,43.81,45.678,48.306,197942.47,192698.41,232851.86,4.1
2020-12-25,43.57,44.08,42.48,42.01,160871.94,-1.22,-2.79,45.098,46.38,48.868,211871.47,200879.02,243222.35,4.51
2020-12-24,45.5,46.11,43.7,43.7,177973.36,-2.39,-5.19,46.074,46.84,49.559,220848.6,205228.5,252765.75,4.99
2020-12-23,44.9,46.43,46.09,42.81,273534.47,1.11,2.47,46.974,47.185,50.059,222588.75,208000.72,261624.53,7.67
2020-12-22,47.38,48.24,44.98,44.8,231039.12,-3.26,-6.76,47.172,47.246,50.412,195600.42,213435.77,265265.26,6.48
2020-12-21,46.01,49.29,48.24,45.4,215938.48,0.88,1.86,47.546,47.833,50.871,187454.36,214618.05,274773.2,6.05
2020-12-18,49.3,50.25,47.36,47.32,205757.56,-0.84,-1.74,47.662,48.064,50.943,189886.56,226138.74,280546.3,5.77
2020-12-17,47.09,48.68,48.2,46.68,186674.12,1.12,2.38,47.606,48.783,50.965,189608.41,224937.77,280585.8,5.23
2020-12-16,46.9,47.68,47.08,45.83,138592.81,0.23,0.49,47.396,49.456,50.972,193412.69,238420.5,285182.24,3.89
2020-12-15,48.23,48.9,46.85,46.29,190308.84,-1.97,-4.04,47.32,50.398,51.008,231271.11,264402.73,291835.87,5.33
2020-12-14,47.37,49.5,48.82,46.2,228099.48,1.74,3.7,48.12,50.933,51.138,241781.75,273005.3,303479.25,6.39
2020-12-11,47.21,47.5,47.08,45.48,204366.78,-0.07,-0.15,48.466,51.356,51.307,262390.91,285565.69,308967.01,5.73
2020-12-10,46.51,48.5,47.15,46.2,205695.56,0.45,0.96,49.96,52.277,51.602,260267.13,300302.99,318440.84,5.77
2020-12-09,50.01,50.8,46.7,46.55,327884.91,-4.15,-8.16,51.516,52.932,52.042,283428.3,315248.34,328818.97,9.19
2020-12-08,50.0,51.28,50.85,49.51,242862.0,0.3,0.59,53.476,53.578,52.403,297534.34,317094.76,337657.9,6.81
2020-12-07,57.17,57.78,50.55,50.03,331145.31,-4.0,-7.33,53.746,53.908,52.544,304228.86,334928.35,358709.46,9.28
2020-12-04,54.33,55.92,54.55,53.78,193747.88,-0.38,-0.69,54.246,53.821,52.683,308740.47,334953.86,363543.12,5.43
2020-12-03,55.71,57.95,54.93,54.68,321501.38,-1.57,-2.78,54.594,53.147,52.177,340338.86,336233.84,372786.96,9.01
2020-12-02,52.43,57.03,56.5,52.3,398415.12,4.3,8.24,54.348,52.487,51.51,347068.39,331943.98,368009.72,11.17
2020-12-01,52.6,53.59,52.2,51.74,276334.59,-0.85,-1.6,53.68,51.618,50.748,336655.18,319269.01,359673.56,7.75
2020-11-30,57.0,57.44,53.05,53.01,353703.38,-3.24,-5.76,54.07,51.342,50.219,365627.84,333953.2,363898.79,9.92
2020-11-27,52.8,56.6,56.29,52.62,351739.81,2.59,4.82,53.396,51.257,49.659,361167.24,332368.33,360818.23,9.86
2020-11-26,53.26,56.4,53.7,52.01,355149.03,0.54,1.02,51.7,50.927,48.855,332128.82,336578.68,363344.12,9.96
2020-11-25,53.0,55.85,53.16,52.52,346349.09,-0.99,-1.83,50.626,51.152,48.042,316819.58,342389.59,352775.02,9.71
2020-11-24,49.7,54.4,54.15,48.96,421197.91,4.47,9.0,49.556,51.227,47.275,301882.84,358221.03,342943.02,11.81
2020-11-23,48.31,51.39,49.68,47.18,331400.38,1.87,3.91,48.614,51.179,46.47,302278.55,382490.57,328595.19,9.29
2020-11-20,48.5,48.88,47.81,46.68,206547.7,-0.52,-1.08,49.118,51.544,45.869,303569.42,392132.39,319208.37,5.79
2020-11-19,46.71,49.62,48.33,46.71,278602.81,0.52,1.09,50.154,51.207,45.334,341028.54,409340.08,321292.51,7.81
2020-11-18,49.5,49.7,47.81,47.5,271665.41,-1.63,-3.3,51.678,50.532,44.865,367959.61,404075.46,321174.4,7.62
2020-11-17,52.51,52.79,49.44,46.59,423176.44,-2.76,-5.29,52.898,49.877,44.398,414559.22,400078.11,319374.1,11.86
2020-11-16,51.09,54.48,52.2,51.09,337854.75,-0.79,-1.49,53.744,49.096,43.935,462702.58,393844.38,314867.58,9.47
2020-11-13,54.05,55.68,52.99,48.53,393843.28,-2.96,-5.29,53.97,48.061,43.405,480695.36,389268.14,312059.32,11.04
2020-11-12,55.79,56.8,55.95,52.5,413258.16,2.04,3.78,52.26,46.782,42.906,477651.62,390109.56,311930.78,11.58
2020-11-11,52.28,57.2,53.91,52.28,504663.47,0.24,0.45,49.386,44.931,42.31,440191.32,363160.45,310143.94,14.15
2020-11-10,55.0,61.13,53.67,52.58,663893.25,0.34,0.64,46.856,43.323,41.793,385597.0,327665.0,300227.41,18.61
2020-11-09,45.45,53.33,53.33,45.4,427818.62,8.89,20.0,44.448,41.761,41.234,324986.18,274699.82,285550.39,11.99
2020-11-06,41.38,44.44,44.44,40.73,378624.59,2.86,6.88,42.152,40.194,40.758,297840.92,246284.35,285048.2,10.61
2020-11-05,41.9,42.48,41.58,40.18,225956.66,0.32,0.78,41.304,39.461,40.477,302567.5,233244.95,282463.28,6.33
2020-11-04,41.22,42.46,41.26,41.0,231691.86,-0.37,-0.89,40.476,39.198,40.204,286129.57,238273.33,284414.58,6.94
2020-11-03,42.4,44.69,41.63,40.73,360839.16,-0.22,-0.53,39.79,38.918,40.017,269733.01,238670.08,287967.46,10.8
2020-11-02,41.0,42.06,41.85,40.25,292092.31,1.65,4.1,39.074,38.773,39.82,224413.47,235890.77,288430.26,8.75
2020-10-30,37.74,42.92,40.2,37.74,402257.53,2.76,7.37,38.236,38.749,39.526,194727.78,234850.5,290701.59,12.05
2020-10-29,36.8,38.2,37.44,36.79,143767.0,-0.39,-1.03,37.618,39.029,39.234,163922.39,233751.99,289359.4,4.3
2020-10-28,38.19,38.3,37.83,36.5,149709.05,-0.22,-0.58,37.92,39.688,39.184,190417.08,257127.44,309598.55,4.48
2020-10-27,37.68,38.35,38.05,37.29,134241.44,0.39,1.04,38.046,40.262,38.887,207607.15,272789.82,309075.25,4.02
2020-10-26,36.69,38.17,37.66,36.27,143663.86,0.55,1.48,38.472,40.707,38.615,247368.08,296400.96,310328.62,4.3
2020-10-23,38.82,39.17,37.11,36.63,248230.59,-1.84,-4.72,39.262,41.321,38.386,274973.23,323812.05,316148.75,7.43
2020-10-22,37.89,40.48,38.95,37.28,276240.47,0.49,1.27,40.44,41.493,38.24,303581.6,331681.61,320938.42,8.27
2020-10-21,40.21,40.46,38.46,38.1,235659.41,-1.72,-4.28,41.456,41.21,37.932,323837.79,330555.83,319281.66,7.06
2020-10-20,41.66,41.96,40.18,38.58,333046.06,-1.43,-3.44,42.478,41.116,37.654,337972.49,337264.84,324896.16,9.97
2020-10-19,42.02,43.78,41.61,41.0,281689.62,-1.39,-3.23,42.942,40.867,37.295,345433.85,340969.74,325798.1,8.43
2020-10-16,44.03,46.58,43.0,41.45,391272.44,-1.03,-2.34,43.38,40.303,36.63,372650.87,346552.68,317913.86,11.72
2020-10-15,43.17,47.92,44.03,42.73,377521.41,0.46,1.06,42.546,39.438,35.877,359781.62,344966.81,307024.89,11.3
2020-10-14,42.02,44.44,43.57,41.36,306332.94,1.07,2.52,40.964,38.68,35.081,337273.88,362069.66,302145.93,9.17
2020-10-13,42.19,45.61,42.5,41.56,370352.84,-1.3,-2.97,39.754,37.512,34.471,336557.19,345360.67,299152.75,11.09
2020-10-12,38.8,46.0,43.8,38.0,417774.72,4.97,12.8,38.792,36.522,33.944,336505.63,324256.27,299809.25,12.51
2020-10-09,37.1,39.98,38.83,36.5,326926.19,2.71,7.5,37.226,35.45,33.375,320454.49,308485.46,295004.37,9.79
2020-09-30,37.6,37.85,36.12,35.61,264982.69,-1.4,-3.73,36.33,34.987,32.979,330152.0,310195.22,288825.23,7.93
2020-09-29,37.98,38.49,37.52,36.6,302749.53,-0.17,-0.45,36.396,34.654,32.657,386865.44,308007.48,280121.53,9.07
2020-09-28,35.5,39.22,37.69,35.31,370095.03,1.72,4.78,35.27,34.192,32.281,354164.15,312527.49,270105.14,11.08
2020-09-25,34.6,36.42,35.97,33.59,337519.03,1.62,4.72,34.252,33.722,31.88,312006.91,310626.46,258982.14,10.11
2020-09-24,35.06,35.63,34.35,33.7,375413.72,-2.1,-5.76,33.674,32.956,31.609,296516.42,289275.04,252803.36,11.24
2020-09-23,32.26,38.27,36.45,32.26,548549.88,4.56,14.3,33.644,32.316,31.384,290238.44,269082.98,244599.78,16.43
2020-09-22,32.21,32.6,31.89,31.5,139243.09,-0.71,-2.18,32.912,31.481,30.93,229149.52,242222.19,222599.87,4.17
2020-09-21,32.91,33.4,32.6,32.38,159308.84,-0.48,-1.45,33.114,31.43,30.79,270890.82,252944.84,220816.82,4.77
2020-09-18,33.8,34.17,33.08,32.58,260066.59,-1.12,-3.27,33.192,31.366,30.647,309246.01,275362.22,218680.95,7.79
2020-09-17,32.81,35.35,34.2,31.81,344023.81,1.41,4.3,32.238,31.299,30.455,282033.65,281523.27,210303.41,10.3
2020-09-16,32.94,33.88,32.79,32.28,243105.27,-0.11,-0.33,30.988,30.97,30.182,247927.51,267455.24,196770.88,7.28
2020-09-15,33.0,34.38,32.9,31.95,347949.59,-0.09,-0.27,30.05,30.66,29.993,255294.87,252235.59,192923.98,10.42
2020-09-14,28.63,33.65,32.99,28.62,351084.81,4.68,16.53,29.746,30.37,29.779,234998.85,227682.79,181371.66,10.51
2020-09-11,27.3,28.71,28.31,27.12,124004.76,0.36,1.29,29.54,30.038,29.544,241478.43,207337.82,167558.86,3.71
2020-09-10,28.4,28.94,27.95,27.58,173493.12,-0.15,-0.53,30.36,30.262,29.489,281012.9,216331.68,163558.12,5.19
2020-09-09,30.9,30.9,28.1,28.06,279942.06,-3.28,-10.45,30.952,30.451,29.44,286982.96,220116.58,156913.07,8.38
2020-09-08,31.17,32.96,31.38,30.95,246469.5,-0.58,-1.81,31.27,30.378,29.385,249176.31,202977.56,146360.51,7.38
2020-09-07,33.51,35.3,31.96,31.91,383482.72,-0.45,-1.39,30.994,30.15,29.175,220366.73,188688.81,137288.45,11.48
2020-09-04,31.0,33.9,32.41,31.0,321677.09,1.5,4.85,30.536,29.927,28.983,173197.2,161999.67,121349.03,9.63
2020-09-03,29.5,30.91,30.91,28.77,203343.44,1.22,4.11,30.164,29.611,28.763,151650.47,139083.54,110340.7,6.09
2020-09-02,29.94,29.98,29.69,29.12,90908.79,-0.31,-1.03,29.95,29.393,28.677,153250.2,126086.52,105388.35,2.72
2020-09-01,29.72,30.17,30.0,29.0,102421.59,0.33,1.11,29.486,29.326,28.65,156778.8,133612.36,108722.86,3.07
2020-08-31,30.49,30.74,29.67,29.62,147635.08,-0.88,-2.88,29.306,29.187,28.58,157010.89,135060.53,109206.02,4.42
2020-08-28,29.84,30.85,30.55,29.5,213943.44,0.71,2.38,29.318,29.049,28.561,150802.14,127779.91,108084.33,6.41
2020-08-27,27.4,30.56,29.84,27.0,211342.09,2.47,9.02,29.058,28.716,28.465,126516.62,110784.57,103105.54,6.33
2020-08-26,29.08,29.08,27.37,27.35,108551.81,-1.73,-5.95,28.836,28.429,28.373,98922.85,93709.56,98002.17,3.25
2020-08-25,29.71,29.97,29.1,28.95,103582.05,-0.63,-2.12,29.166,28.391,28.429,110445.93,89743.46,100122.31,3.1
2020-08-24,29.5,30.1,29.73,28.58,116591.32,0.48,1.64,29.068,28.199,28.306,113110.16,85888.08,98051.22,3.49
2020-08-21,28.88,29.43,29.25,28.7,92515.81,0.52,1.81,28.78,28.039,28.147,104757.67,80698.39,95545.03,2.77
2020-08-20,28.6,29.17,28.73,28.3,73373.25,-0.29,-1.0,28.374,27.915,28.003,95052.52,81597.86,96743.8,2.2
2020-08-19,28.4,30.03,29.02,28.38,166167.2,0.41,1.43,28.022,27.961,27.961,88496.28,84690.18,98582.23,4.98
2020-08-18,29.06,29.09,28.61,28.4,116903.21,0.32,1.13,27.616,27.974,27.926,69041.0,83833.36,95341.76,3.5
2020-08-17,27.49,28.3,28.29,27.01,74828.88,1.07,3.93,27.33,27.972,27.899,58666.01,83351.51,94210.42,2.24
2020-08-14,26.95,27.26,27.22,26.7,43990.04,0.25,0.93,27.298,28.072,27.904,56639.11,88388.75,96166.28,1.32
2020-08-13,27.29,27.36,26.97,26.62,40592.06,-0.02,-0.07,27.456,28.213,27.922,68143.2,95426.52,100105.04,1.22
2020-08-12,27.18,27.42,26.99,26.17,68890.82,-0.19,-0.7,27.9,28.316,27.956,80884.09,102294.78,109465.95,2.06
2020-08-11,28.35,28.35,27.18,27.17,65028.24,-0.95,-3.38,28.332,28.467,28.142,98625.72,110501.15,116188.29,1.95
2020-08-10,28.12,28.48,28.13,27.67,64694.38,0.12,0.43,28.614,28.412,28.453,108037.0,110214.35,125193.98,1.94
2020-08-07,28.91,29.08,28.01,27.53,101510.52,-1.18,-4.04,28.846,28.254,28.78,120138.4,110391.68,135434.01,3.04
2020-08-06,28.55,29.46,29.19,28.28,104296.49,0.04,0.14,28.97,28.09,29.037,122709.84,111889.73,144585.01,3.12
2020-08-05,30.3,30.3,29.15,29.01,157598.98,0.56,1.96,28.732,27.96,29.245,123705.47,112474.28,154676.18,4.72
2020-08-04,29.33,29.4,28.59,28.11,112084.65,-0.7,-2.39,28.602,27.877,29.399,122376.58,106850.15,162355.7,3.36
2020-08-03,28.99,29.55,29.29,28.6,125201.34,0.66,2.31,28.21,27.826,29.585,112391.7,105069.33,173291.03,3.75
2020-07-31,27.93,28.75,28.63,27.85,114367.74,0.63,2.25,27.662,27.735,29.751,100644.96,103943.81,182753.71,3.42
2020-07-30,28.31,28.48,28.0,27.71,109274.64,-0.5,-1.75,27.21,27.63,29.836,101069.63,104783.56,188809.86,3.27
2020-07-29,26.85,28.59,28.5,26.8,150954.55,1.87,7.02,27.188,27.595,29.968,101243.08,116637.12,197890.11,4.52
2020-07-28,26.9,27.08,26.63,26.1,62160.24,0.08,0.3,27.152,27.817,30.064,91323.72,121875.42,202101.8,1.86
2020-07-27,26.67,27.18,26.55,26.1,66467.63,0.18,0.68,27.442,28.494,30.235,97746.96,140173.61,210353.41,1.99
2020-07-24,27.79,28.25,26.37,26.29,116491.08,-1.52,-5.45,27.808,29.305,30.401,107242.67,160476.34,219542.86,3.49
2020-07-23,27.8,28.28,27.89,26.96,110141.9,-0.43,-1.52,28.05,29.983,30.566,108497.49,177280.29,230914.46,3.3
2020-07-22,28.0,28.88,28.32,27.67,101357.73,0.24,0.85,28.002,30.53,30.604,132031.16,196878.09,244730.69,3.04
2020-07-21,28.3,28.76,28.08,27.86,94276.45,-0.3,-1.06,28.482,30.921,30.564,152427.12,217861.26,252367.71,2.82
2020-07-20,28.03,28.38,28.38,27.02,113946.17,0.8,2.9,29.546,31.343,30.411,182600.27,241512.73,254204.49,3.41
2020-07-17,28.0,28.34,27.58,27.2,122765.19,-0.07,-0.25,30.802,31.767,30.236,213710.01,261563.6,253556.52,3.68
2020-07-16,30.74,31.05,27.65,27.65,227810.27,-3.07,-9.99,31.916,32.042,30.086,246063.09,272836.17,255357.9,6.82
2020-07-15,32.88,33.33,30.72,30.5,203337.52,-2.68,-8.02,33.058,32.34,29.978,261725.01,279143.09,250937.25,6.09
2020-07-14,34.24,34.42,33.4,32.01,245142.2,-1.26,-3.63,33.36,32.31,29.687,283295.4,282328.19,249866.76,7.34
2020-07-13,32.9,34.67,34.66,32.62,269494.88,1.51,4.55,33.14,31.975,29.288,300425.19,280533.21,249332.41,8.07
2020-07-10,32.78,34.19,33.15,32.2,284530.56,-0.21,-0.63,32.732,31.497,28.775,309417.2,278609.38,243356.09,8.52
2020-07-09,31.7,33.64,33.36,31.5,306119.91,1.13,3.51,32.168,31.148,28.293,299609.24,284548.63,238424.36,9.17
2020-07-08,31.6,32.28,32.23,30.67,311189.44,-0.07,-0.22,31.622,30.678,27.853,296561.17,292583.29,227893.05,9.32
2020-07-07,32.83,34.08,32.3,32.3,330791.16,-0.32,-0.98,31.26,30.207,27.468,281360.98,286874.15,219560.91,9.91
2020-07-06,30.39,33.05,32.62,30.39,314454.91,2.29,7.55,30.81,29.479,27.107,260641.23,266896.24,209926.81,9.42
2020-07-03,30.29,31.42,30.33,29.8,235490.8,-0.3,-0.98,30.262,28.705,26.72,247801.57,245549.44,201746.07,7.05
2020-07-02,30.11,32.4,30.63,29.4,290879.56,0.21,0.69,30.128,28.13,26.451,269488.01,237879.64,202531.89,8.71
2020-07-01,29.88,30.97,30.42,29.4,235188.45,0.37,1.23,29.734,27.616,26.137,288605.4,222731.41,196566.86,7.04
2020-06-30,30.41,30.75,30.05,29.38,227192.41,0.17,0.57,29.154,27.063,25.8,292387.33,217405.33,191916.66,6.8
2020-06-29,29.94,31.04,29.88,29.3,250256.62,0.22,0.74,28.148,26.601,25.405,273151.26,218131.62,185104.75,7.0
2020-06-24,28.71,31.1,29.66,28.38,343923.0,1.0,3.49,27.148,26.053,25.039,243297.31,208102.79,178615.02,9.63
2020-06-23,28.4,28.88,28.66,27.73,386466.53,1.14,4.14,26.132,25.437,24.691,206271.27,192300.1,169338.04,10.82
2020-06-22,25.46,27.52,27.52,25.46,254098.08,2.5,9.99,25.498,25.027,24.459,156857.42,163202.82,157016.87,7.11
2020-06-19,24.94,25.37,25.02,24.3,131012.05,0.14,0.56,24.972,24.729,24.994,142423.32,152247.67,148331.6,3.67
2020-06-18,24.48,25.02,24.88,24.4,100986.89,0.3,1.22,25.054,24.734,25.647,163111.98,152957.37,146163.13,2.83
2020-06-17,25.23,25.45,24.58,24.19,158792.8,-0.91,-3.57,24.958,24.735,26.298,172908.27,157942.7,147234.92,4.44
2020-06-16,25.4,25.87,25.49,25.16,139397.28,0.6,2.41,24.742,24.772,27.077,178328.93,167184.15,146392.44,3.9
2020-06-15,25.19,25.82,24.89,24.8,181927.59,-0.54,-2.12,24.556,24.658,27.858,169548.22,170402.3,147337.28,5.09
2020-06-12,23.88,26.15,25.43,23.63,234455.36,1.03,4.22,24.486,24.537,28.504,162072.03,166427.99,145804.99,6.56
2020-06-11,23.3,24.89,24.4,23.3,149968.31,0.9,3.83,24.414,24.209,29.233,142802.76,152077.89,141384.84,4.2
2020-06-10,23.53,23.8,23.5,22.74,185896.12,-1.06,-4.32,24.512,24.025,29.944,142977.14,149127.25,138522.68,5.2
2020-06-09,24.88,24.95,24.56,24.1,95493.72,0.02,0.08,24.802,23.945,30.725,156039.36,146375.97,132557.59,2.67
2020-06-08,25.2,25.69,24.54,24.32,144546.62,-0.53,-2.11,24.76,23.891,31.462,171256.38,150830.92,132019.18,4.05
2020-06-05,24.9,25.68,25.07,24.9,138109.02,0.18,0.72,24.588,25.259,32.184,170783.95,144415.52,129400.75,3.87
2020-06-04,24.96,25.5,24.89,24.67,150840.2,-0.06,-0.24,24.004,26.56,32.887,161353.02,139368.88,128168.45,4.22
2020-06-03,24.36,25.95,24.95,24.0,251207.23,0.6,2.46,23.538,27.86,33.585,155277.36,136527.14,125495.04,7.03
2020-06-02,23.73,24.58,24.35,23.54,171578.84,0.67,2.83,23.088,29.381,34.32,136712.59,125600.74,119901.65,4.8
2020-06-01,22.39,23.8,23.68,22.39,142184.44,1.53,6.91,23.022,31.058,34.986,130405.46,124272.25,118323.59,3.98
2020-05-29,22.21,22.9,22.15,22.08,90954.37,-0.41,-1.82,25.93,32.471,35.56,118047.09,125181.99,115722.07,2.55
2020-05-28,22.52,23.04,22.56,21.85,120461.9,-0.14,-0.62,29.116,34.256,36.163,117384.74,130691.79,116075.43,3.37
2020-05-27,23.9,23.9,22.7,22.6,158383.38,-1.32,-5.5,32.182,35.863,36.696,117776.92,127918.12,115845.43,4.43
2020-05-26,23.84,24.18,24.02,23.31,140043.22,0.26,1.09,35.674,37.505,37.341,114488.89,118739.2,110953.92,3.92
2020-05-25,37.89,38.94,38.22,37.31,80392.57,0.14,0.37,39.094,39.033,37.951,118139.04,113207.44,108194.0,3.6
2020-05-22,37.67,38.62,38.08,37.0,87642.65,0.19,0.5,39.012,39.108,37.905,132316.89,114385.99,110201.31,3.92
2020-05-21,40.33,40.48,37.89,37.81,122422.8,-2.27,-5.65,39.396,39.213,37.816,143998.84,116968.02,112748.73,5.48
2020-05-20,40.63,41.87,40.16,39.82,141943.23,-0.96,-2.33,39.544,39.309,37.837,138059.32,114462.95,112914.87,6.36
2020-05-19,38.0,41.2,41.12,37.55,158293.95,3.31,8.75,39.336,39.258,37.75,122989.5,114202.57,117292.89,7.09
2020-05-18,40.59,40.88,37.81,37.66,151281.84,-2.19,-5.47,38.972,38.913,37.497,108275.83,112374.92,115415.94,6.77
2020-05-15,38.98,40.73,40.0,38.6,146052.36,1.37,3.55,39.204,38.649,37.245,96455.08,106262.14,110710.42,6.54
2020-05-14,38.76,39.68,38.63,38.53,92725.22,-0.49,-1.25,39.03,38.07,36.892,89937.2,101459.06,105876.85,4.15
2020-05-13,39.01,39.64,39.12,38.51,66594.15,-0.18,-0.46,39.074,37.529,36.544,90866.57,103772.75,103521.27,2.98
2020-05-12,38.9,39.41,39.3,37.96,84725.6,0.33,0.85,39.18,37.177,36.237,105415.63,103168.64,103623.05,3.79
2020-05-11,39.22,39.94,38.97,38.28,92178.06,-0.16,-0.41,38.854,36.869,35.958,116474.01,103180.57,101916.4,4.13
2020-05-08,39.32,40.28,39.13,38.95,113462.95,0.28,0.72,38.094,36.701,35.711,116069.21,106016.63,100206.01,5.1
2020-05-07,39.33,39.89,38.85,38.75,97372.11,-0.8,-2.02,37.11,36.418,35.464,112980.93,108529.45,98322.35,4.38
2020-05-06,37.0,39.99,39.65,36.98,139339.44,1.98,5.26,35.984,36.365,35.2,116678.92,111366.8,95959.08,6.33
2020-04-30,36.1,38.37,37.67,35.46,140017.47,2.5,7.11,35.174,36.241,34.922,100921.65,120383.2,93010.61,6.36
2020-04-29,33.57,35.77,35.17,33.57,90154.06,0.96,2.81,34.884,36.08,34.656,89887.13,118456.97,89687.77,4.1
2020-04-28,33.56,35.1,34.21,31.92,98021.55,0.99,2.98,35.308,35.841,34.466,95964.06,115158.69,87789.61,4.45
2020-04-27,34.9,34.9,33.22,32.2,115862.06,-2.38,-6.68,35.726,35.714,34.309,104077.97,110294.64,85963.25,5.27
2020-04-24,36.45,36.91,35.6,35.38,60553.12,-0.62,-1.71,36.746,35.559,34.28,106054.68,103269.79,82771.32,2.75
2020-04-23,36.8,37.66,36.22,36.21,84844.87,-1.07,-2.87,37.308,35.297,34.18,139844.75,104077.46,82315.58,3.86
2020-04-22,35.91,38.31,37.29,35.82,120538.71,0.99,2.73,37.276,35.047,34.086,147026.8,100652.23,82053.8,5.48
2020-04-21,37.57,37.79,36.3,35.6,138591.11,-2.02,-5.27,36.374,34.72,33.879,134353.32,94395.39,80520.94,6.3
