date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2021-01-05,7.08,7.08,6.24,6.09,735496.5,-0.2,-3.11,5.848,5.757,5.599,216592.74,157051.39,124646.31,13.3
2021-01-04,6.32,6.44,6.44,6.21,106966.86,0.59,10.09,5.706,5.71,5.547,85402.44,95893.65,91613.94,1.93
2020-12-31,5.37,5.85,5.85,5.34,99932.36,0.53,9.96,5.54,5.632,5.491,82290.59,94139.31,90678.52,1.81
2020-12-30,5.34,5.41,5.32,5.3,62351.5,-0.07,-1.3,5.524,5.621,5.473,78276.28,98454.93,89829.2,1.13
2020-12-29,5.47,5.57,5.39,5.36,78216.5,-0.14,-2.53,5.608,5.638,5.479,88502.0,101429.14,90854.2,1.41
2020-12-28,5.6,5.7,5.53,5.51,79545.0,-0.08,-1.43,5.666,5.656,5.486,97510.03,104819.8,91701.2,1.44
2020-12-25,5.73,5.77,5.61,5.55,91407.58,-0.16,-2.77,5.714,5.642,5.486,106384.85,105729.1,93839.04,1.65
2020-12-24,5.8,5.8,5.77,5.66,79860.83,0.03,0.52,5.724,5.604,5.479,105988.03,105131.1,94964.76,1.44
2020-12-23,5.68,5.92,5.74,5.67,113480.08,0.06,1.06,5.718,5.545,5.468,118633.58,103720.14,96933.25,2.05
2020-12-22,5.75,5.87,5.68,5.68,123256.68,-0.09,-1.56,5.668,5.487,5.467,114356.28,98226.43,97122.01,2.23
2020-12-21,5.69,5.8,5.77,5.67,123919.08,0.11,1.94,5.646,5.44,5.467,112129.57,92241.24,98109.1,2.24
2020-12-18,5.73,5.74,5.66,5.62,89423.5,-0.08,-1.39,5.57,5.383,5.465,105073.36,87334.23,105015.3,1.62
2020-12-17,5.5,5.75,5.74,5.42,143088.55,0.25,4.55,5.484,5.349,5.464,104274.16,87217.73,109466.99,2.59
2020-12-16,5.54,5.72,5.49,5.47,92093.61,-0.08,-1.44,5.372,5.324,5.451,88806.7,81203.47,109863.61,1.67
2020-12-15,5.33,5.59,5.57,5.33,112123.13,0.18,3.34,5.306,5.319,5.448,82096.58,80279.26,110520.55,2.03
2020-12-14,5.19,5.42,5.39,5.11,88638.0,0.16,3.06,5.234,5.315,5.439,72352.9,78582.6,112927.98,1.6
2020-12-11,5.15,5.27,5.23,5.07,85427.5,0.05,0.96,5.196,5.33,5.439,69595.1,81948.98,117171.43,1.54
2020-12-10,5.13,5.2,5.18,5.05,65751.28,0.02,0.39,5.214,5.354,5.436,70161.29,84798.43,117772.04,1.19
2020-12-09,5.23,5.26,5.16,5.14,58543.0,-0.05,-0.96,5.276,5.391,5.436,73600.24,90146.36,120529.66,1.06
2020-12-08,5.24,5.3,5.21,5.21,63404.72,0.01,0.19,5.332,5.446,5.427,78461.94,96017.58,120889.69,1.15
2020-12-07,5.31,5.34,5.2,5.19,74849.0,-0.12,-2.26,5.396,5.494,5.417,84812.29,103976.96,124617.65,1.35
2020-12-04,5.44,5.45,5.32,5.3,88258.47,-0.17,-3.1,5.464,5.547,5.418,94302.85,122696.38,128325.77,1.6
2020-12-03,5.39,5.62,5.49,5.38,82946.0,0.05,0.92,5.494,5.579,5.408,99435.57,131716.25,129321.75,1.5
2020-12-02,5.47,5.55,5.44,5.43,82851.5,-0.09,-1.63,5.506,5.577,5.389,106692.49,138523.75,133043.79,1.5
2020-12-01,5.57,5.68,5.53,5.49,95156.5,-0.01,-0.18,5.56,5.576,5.373,113573.23,140761.85,137860.21,1.72
2020-11-30,5.54,5.75,5.54,5.5,122301.78,0.07,1.28,5.592,5.563,5.343,123141.63,147273.37,136913.38,2.21
2020-11-27,5.59,5.62,5.47,5.36,113922.05,-0.08,-1.44,5.63,5.547,5.307,151089.91,152393.89,133876.34,2.06
